SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_uf;eleitos_uf;taxa_uf;indice_vs_uf;delta_pp_vs_uf;participacao_candidatos_uf;participacao_eleitos_uf;patrimonio_mediano_cluster_uf
PA;Alto patrimônio - imobiliário + rural/agropecuário;31;5;0.16129032258064516;556;58;0.10431654676258993;1.5461624026696328;5.697377581805522;0.05575539568345324;0.08620689655172414;1615500.0
PR;Alto patrimônio - imobiliário + rural/agropecuário;35;4;0.11428571428571428;1154;86;0.07452339688041594;1.5335548172757476;3.976231740529834;0.030329289428076257;0.046511627906976744;1349000.0
SP;Patrimônio médio-baixo - imobiliário concentrado com financeiro e societário;62;6;0.0967741935483871;2528;160;0.06329113924050633;1.529032258064516;3.348305430788076;0.0245253164556962;0.0375;196270.495
AP;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;25;4;0.16;267;28;0.10486891385767791;1.5257142857142856;5.513108614232209;0.09363295880149813;0.14285714285714285;170000.0
BA;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;26;4;0.15384615384615385;999;102;0.1021021021021021;1.506787330316742;5.174405174405175;0.026026026026026026;0.0392156862745098;464915.615
RJ;Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;66;8;0.12121212121212122;1432;116;0.08100558659217877;1.4963427377220482;4.020653461994245;0.046089385474860335;0.06896551724137931;1250000.0
MG;Baixo patrimônio - financeiro concentrado;42;5;0.11904761904761904;1668;133;0.07973621103117506;1.493018259935553;3.9311408016443976;0.025179856115107913;0.03759398496240601;15000.0
RJ;Patrimônio médio-alto - veicular diversificado;35;4;0.11428571428571428;1432;116;0.08100558659217877;1.4108374384236453;3.3280127693535513;0.024441340782122904;0.034482758620689655;428046.52
MG;Patrimônio médio-baixo - veicular concentrado;37;4;0.10810810810810811;1668;133;0.07973621103117506;1.3558219874009347;2.8371897076933053;0.022182254196642687;0.03007518796992481;160000.0
RS;Patrimônio médio-baixo - imobiliário + veicular;40;5;0.125;975;90;0.09230769230769231;1.3541666666666665;3.2692307692307687;0.041025641025641026;0.05555555555555555;185701.72
PR;Patrimônio médio-alto - imobiliário + veicular com veicular e financeiro;41;4;0.0975609756097561;1154;86;0.07452339688041594;1.309132161089053;2.3037578729340162;0.03552859618717504;0.046511627906976744;515485.16
