perfil_cluster;SG_UF;candidatos_cluster_uf;candidatos_cluster_total;candidatos_uf;perc_cluster_na_uf;perc_uf_no_cluster
Alto patrimônio - imobiliário + financeiro;SP;139;674;2528;0.2062314540059347;0.054984177215189875
Alto patrimônio - imobiliário + financeiro;RJ;53;674;1432;0.07863501483679525;0.037011173184357544
Alto patrimônio - imobiliário + financeiro;MG;49;674;1668;0.07270029673590504;0.029376498800959234
Alto patrimônio - imobiliário + financeiro;PR;49;674;1154;0.07270029673590504;0.04246100519930676
Alto patrimônio - imobiliário + financeiro;RS;43;674;975;0.06379821958456973;0.0441025641025641
Alto patrimônio - imobiliário + financeiro;SC;34;674;752;0.050445103857566766;0.04521276595744681
Alto patrimônio - imobiliário + financeiro;DF;31;674;606;0.04599406528189911;0.05115511551155116
Alto patrimônio - imobiliário + financeiro;BA;26;674;999;0.03857566765578635;0.026026026026026026
Alto patrimônio - imobiliário + financeiro;CE;25;674;611;0.037091988130563795;0.04091653027823241
Alto patrimônio - imobiliário + financeiro;MA;24;674;575;0.03560830860534125;0.04173913043478261
Alto patrimônio - imobiliário + financeiro;PA;23;674;556;0.03412462908011869;0.04136690647482014
Alto patrimônio - imobiliário + financeiro;GO;20;674;766;0.02967359050445104;0.02610966057441253
Alto patrimônio - imobiliário + financeiro;PE;18;674;572;0.026706231454005934;0.03146853146853147
Alto patrimônio - imobiliário + financeiro;ES;16;674;481;0.02373887240356083;0.033264033264033266
Alto patrimônio - imobiliário + financeiro;MS;16;674;394;0.02373887240356083;0.04060913705583756
Alto patrimônio - imobiliário + financeiro;PB;15;674;413;0.02225519287833828;0.03631961259079903
Alto patrimônio - imobiliário + financeiro;PI;14;674;262;0.020771513353115726;0.05343511450381679
Alto patrimônio - imobiliário + financeiro;AM;13;674;398;0.019287833827893175;0.032663316582914576
Alto patrimônio - imobiliário + financeiro;MT;12;674;380;0.017804154302670624;0.031578947368421054
Alto patrimônio - imobiliário + financeiro;SE;10;674;322;0.01483679525222552;0.031055900621118012
Alto patrimônio - imobiliário + financeiro;RN;9;674;356;0.013353115727002967;0.025280898876404494
Alto patrimônio - imobiliário + financeiro;RO;7;674;454;0.010385756676557863;0.015418502202643172
Alto patrimônio - imobiliário + financeiro;RR;7;674;343;0.010385756676557863;0.02040816326530612
Alto patrimônio - imobiliário + financeiro;AC;6;674;281;0.008902077151335312;0.021352313167259787
Alto patrimônio - imobiliário + financeiro;TO;6;674;411;0.008902077151335312;0.014598540145985401
Alto patrimônio - imobiliário + financeiro;AL;5;674;239;0.00741839762611276;0.02092050209205021
Alto patrimônio - imobiliário + financeiro;AP;4;674;267;0.005934718100890208;0.0149812734082397
Alto patrimônio - imobiliário + rural/agropecuário;MG;73;634;1668;0.11514195583596215;0.043764988009592325
Alto patrimônio - imobiliário + rural/agropecuário;SP;56;634;2528;0.08832807570977919;0.022151898734177215
Alto patrimônio - imobiliário + rural/agropecuário;GO;47;634;766;0.07413249211356467;0.06135770234986945
Alto patrimônio - imobiliário + rural/agropecuário;BA;42;634;999;0.06624605678233439;0.042042042042042045
Alto patrimônio - imobiliário + rural/agropecuário;TO;37;634;411;0.0583596214511041;0.09002433090024331
Alto patrimônio - imobiliário + rural/agropecuário;PR;35;634;1154;0.055205047318611984;0.030329289428076257
Alto patrimônio - imobiliário + rural/agropecuário;PA;31;634;556;0.04889589905362776;0.05575539568345324
Alto patrimônio - imobiliário + rural/agropecuário;MA;28;634;575;0.04416403785488959;0.04869565217391304
Alto patrimônio - imobiliário + rural/agropecuário;RO;27;634;454;0.04258675078864353;0.05947136563876652
Alto patrimônio - imobiliário + rural/agropecuário;RS;25;634;975;0.03943217665615142;0.02564102564102564
Alto patrimônio - imobiliário + rural/agropecuário;DF;23;634;606;0.03627760252365931;0.037953795379537955
Alto patrimônio - imobiliário + rural/agropecuário;RR;23;634;343;0.03627760252365931;0.06705539358600583
Alto patrimônio - imobiliário + rural/agropecuário;MS;21;634;394;0.033123028391167195;0.0532994923857868
Alto patrimônio - imobiliário + rural/agropecuário;AC;19;634;281;0.02996845425867508;0.06761565836298933
Alto patrimônio - imobiliário + rural/agropecuário;MT;17;634;380;0.026813880126182965;0.04473684210526316
Alto patrimônio - imobiliário + rural/agropecuário;ES;16;634;481;0.025236593059936908;0.033264033264033266
Alto patrimônio - imobiliário + rural/agropecuário;PI;16;634;262;0.025236593059936908;0.061068702290076333
Alto patrimônio - imobiliário + rural/agropecuário;SC;16;634;752;0.025236593059936908;0.02127659574468085
Alto patrimônio - imobiliário + rural/agropecuário;CE;14;634;611;0.022082018927444796;0.022913256955810146
Alto patrimônio - imobiliário + rural/agropecuário;PB;13;634;413;0.02050473186119874;0.031476997578692496
Alto patrimônio - imobiliário + rural/agropecuário;RN;12;634;356;0.01892744479495268;0.033707865168539325
Alto patrimônio - imobiliário + rural/agropecuário;RJ;11;634;1432;0.017350157728706624;0.007681564245810056
Alto patrimônio - imobiliário + rural/agropecuário;SE;9;634;322;0.014195583596214511;0.027950310559006212
Alto patrimônio - imobiliário + rural/agropecuário;PE;8;634;572;0.012618296529968454;0.013986013986013986
Alto patrimônio - imobiliário + rural/agropecuário;AL;6;634;239;0.00946372239747634;0.02510460251046025
Alto patrimônio - imobiliário + rural/agropecuário;AP;6;634;267;0.00946372239747634;0.02247191011235955
Alto patrimônio - imobiliário + rural/agropecuário;AM;3;634;398;0.00473186119873817;0.007537688442211055
Alto patrimônio - imobiliário + societário com societário e financeiro;SP;200;1058;2528;0.1890359168241966;0.07911392405063292
Alto patrimônio - imobiliário + societário com societário e financeiro;RJ;103;1058;1432;0.09735349716446125;0.07192737430167598
Alto patrimônio - imobiliário + societário com societário e financeiro;MG;94;1058;1668;0.0888468809073724;0.05635491606714628
Alto patrimônio - imobiliário + societário com societário e financeiro;PR;68;1058;1154;0.06427221172022685;0.058925476603119586
Alto patrimônio - imobiliário + societário com societário e financeiro;SC;55;1058;752;0.05198487712665406;0.07313829787234043
Alto patrimônio - imobiliário + societário com societário e financeiro;RS;51;1058;975;0.048204158790170135;0.052307692307692305
Alto patrimônio - imobiliário + societário com societário e financeiro;GO;45;1058;766;0.04253308128544423;0.0587467362924282
Alto patrimônio - imobiliário + societário com societário e financeiro;PA;44;1058;556;0.04158790170132325;0.07913669064748201
Alto patrimônio - imobiliário + societário com societário e financeiro;CE;38;1058;611;0.035916824196597356;0.062193126022913256
Alto patrimônio - imobiliário + societário com societário e financeiro;PE;36;1058;572;0.034026465028355386;0.06293706293706294
Alto patrimônio - imobiliário + societário com societário e financeiro;AM;35;1058;398;0.0330812854442344;0.08793969849246232
Alto patrimônio - imobiliário + societário com societário e financeiro;BA;32;1058;999;0.030245746691871456;0.03203203203203203
Alto patrimônio - imobiliário + societário com societário e financeiro;DF;28;1058;606;0.026465028355387523;0.0462046204620462
Alto patrimônio - imobiliário + societário com societário e financeiro;MA;27;1058;575;0.02551984877126654;0.04695652173913043
Alto patrimônio - imobiliário + societário com societário e financeiro;RN;26;1058;356;0.024574669187145556;0.07303370786516854
Alto patrimônio - imobiliário + societário com societário e financeiro;PB;24;1058;413;0.022684310018903593;0.05811138014527845
Alto patrimônio - imobiliário + societário com societário e financeiro;MT;21;1058;380;0.01984877126654064;0.05526315789473684
Alto patrimônio - imobiliário + societário com societário e financeiro;ES;19;1058;481;0.017958412098298678;0.0395010395010395
Alto patrimônio - imobiliário + societário com societário e financeiro;TO;18;1058;411;0.017013232514177693;0.043795620437956206
Alto patrimônio - imobiliário + societário com societário e financeiro;MS;17;1058;394;0.01606805293005671;0.04314720812182741
Alto patrimônio - imobiliário + societário com societário e financeiro;RO;14;1058;454;0.013232514177693762;0.030837004405286344
Alto patrimônio - imobiliário + societário com societário e financeiro;SE;14;1058;322;0.013232514177693762;0.043478260869565216
Alto patrimônio - imobiliário + societário com societário e financeiro;PI;13;1058;262;0.012287334593572778;0.04961832061068702
Alto patrimônio - imobiliário + societário com societário e financeiro;RR;11;1058;343;0.010396975425330813;0.03206997084548105
Alto patrimônio - imobiliário + societário com societário e financeiro;AC;9;1058;281;0.008506616257088847;0.03202846975088968
Alto patrimônio - imobiliário + societário com societário e financeiro;AL;9;1058;239;0.008506616257088847;0.03765690376569038
Alto patrimônio - imobiliário + societário com societário e financeiro;AP;7;1058;267;0.006616257088846881;0.026217228464419477
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;SP;80;510;2528;0.1568627450980392;0.03164556962025317
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;RJ;66;510;1432;0.12941176470588237;0.046089385474860335
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;MG;46;510;1668;0.09019607843137255;0.027577937649880094
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;BA;23;510;999;0.045098039215686274;0.023023023023023025
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;PR;23;510;1154;0.045098039215686274;0.01993067590987868
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;MA;22;510;575;0.043137254901960784;0.03826086956521739
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;DF;21;510;606;0.041176470588235294;0.034653465346534656
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;PA;21;510;556;0.041176470588235294;0.03776978417266187
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;GO;20;510;766;0.0392156862745098;0.02610966057441253
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;RS;20;510;975;0.0392156862745098;0.020512820512820513
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;SC;18;510;752;0.03529411764705882;0.023936170212765957
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;AM;16;510;398;0.03137254901960784;0.04020100502512563
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;CE;16;510;611;0.03137254901960784;0.02618657937806874
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;AP;14;510;267;0.027450980392156862;0.052434456928838954
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;PB;14;510;413;0.027450980392156862;0.03389830508474576
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;PE;13;510;572;0.025490196078431372;0.022727272727272728
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;ES;12;510;481;0.023529411764705882;0.02494802494802495
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;AC;11;510;281;0.021568627450980392;0.03914590747330961
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;SE;11;510;322;0.021568627450980392;0.034161490683229816
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;TO;10;510;411;0.0196078431372549;0.024330900243309004
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;MT;8;510;380;0.01568627450980392;0.021052631578947368
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;RR;7;510;343;0.013725490196078431;0.02040816326530612
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;AL;5;510;239;0.00980392156862745;0.02092050209205021
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;RO;5;510;454;0.00980392156862745;0.011013215859030838
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;MS;3;510;394;0.0058823529411764705;0.007614213197969543
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;PI;3;510;262;0.0058823529411764705;0.011450381679389313
Alto patrimônio - imobiliário concentrado com financeiro e outros ativos;RN;2;510;356;0.00392156862745098;0.0056179775280898875
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;MG;74;600;1668;0.12333333333333334;0.04436450839328537
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;SP;67;600;2528;0.11166666666666666;0.026503164556962024
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;DF;45;600;606;0.075;0.07425742574257425
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;RJ;40;600;1432;0.06666666666666667;0.027932960893854747
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;BA;33;600;999;0.055;0.03303303303303303
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;PR;31;600;1154;0.051666666666666666;0.026863084922010397
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;RS;30;600;975;0.05;0.03076923076923077
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;SC;30;600;752;0.05;0.0398936170212766
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;PA;23;600;556;0.03833333333333333;0.04136690647482014
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;PE;23;600;572;0.03833333333333333;0.04020979020979021
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;GO;22;600;766;0.03666666666666667;0.028720626631853787
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;CE;21;600;611;0.035;0.03436988543371522
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;MA;17;600;575;0.028333333333333332;0.029565217391304348
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;MT;16;600;380;0.02666666666666667;0.042105263157894736
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;SE;14;600;322;0.023333333333333334;0.043478260869565216
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;AP;13;600;267;0.021666666666666667;0.04868913857677903
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;PB;12;600;413;0.02;0.029055690072639227
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;AL;11;600;239;0.018333333333333333;0.04602510460251046
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;MS;11;600;394;0.018333333333333333;0.027918781725888325
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;RR;11;600;343;0.018333333333333333;0.03206997084548105
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;AC;10;600;281;0.016666666666666666;0.03558718861209965
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;AM;10;600;398;0.016666666666666666;0.02512562814070352
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;ES;10;600;481;0.016666666666666666;0.02079002079002079
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;RO;8;600;454;0.013333333333333334;0.01762114537444934
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;TO;8;600;411;0.013333333333333334;0.019464720194647202
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;RN;6;600;356;0.01;0.016853932584269662
Alto patrimônio - imobiliário concentrado com veicular e outros ativos;PI;4;600;262;0.006666666666666667;0.015267175572519083
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;SP;49;452;2528;0.1084070796460177;0.019382911392405063
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;MG;40;452;1668;0.08849557522123894;0.023980815347721823
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;BA;38;452;999;0.084070796460177;0.03803803803803804
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;GO;26;452;766;0.05752212389380531;0.033942558746736295
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;PR;25;452;1154;0.05530973451327434;0.021663778162911613
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;RS;22;452;975;0.048672566371681415;0.022564102564102566
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;MA;19;452;575;0.0420353982300885;0.03304347826086956
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;SC;19;452;752;0.0420353982300885;0.02526595744680851
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;TO;19;452;411;0.0420353982300885;0.046228710462287104
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;RO;18;452;454;0.03982300884955752;0.039647577092511016
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;PA;17;452;556;0.03761061946902655;0.030575539568345324
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;MS;16;452;394;0.035398230088495575;0.04060913705583756
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;MT;16;452;380;0.035398230088495575;0.042105263157894736
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;PB;14;452;413;0.030973451327433628;0.03389830508474576
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;RJ;14;452;1432;0.030973451327433628;0.009776536312849162
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;CE;13;452;611;0.028761061946902654;0.02127659574468085
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;DF;12;452;606;0.02654867256637168;0.019801980198019802
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;PE;11;452;572;0.024336283185840708;0.019230769230769232
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;PI;11;452;262;0.024336283185840708;0.04198473282442748
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;ES;10;452;481;0.022123893805309734;0.02079002079002079
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;AC;8;452;281;0.017699115044247787;0.028469750889679714
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;AL;8;452;239;0.017699115044247787;0.03347280334728033
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;RN;8;452;356;0.017699115044247787;0.02247191011235955
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;RR;8;452;343;0.017699115044247787;0.023323615160349854
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;AP;4;452;267;0.008849557522123894;0.0149812734082397
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;SE;4;452;322;0.008849557522123894;0.012422360248447204
Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;AM;3;452;398;0.00663716814159292;0.007537688442211055
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;SP;78;470;2528;0.16595744680851063;0.030854430379746837
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;PR;44;470;1154;0.09361702127659574;0.038128249566724434
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;MG;42;470;1668;0.08936170212765958;0.025179856115107913
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;SC;31;470;752;0.06595744680851064;0.041223404255319146
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;GO;29;470;766;0.06170212765957447;0.037859007832898174
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;BA;26;470;999;0.05531914893617021;0.026026026026026026
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;MS;22;470;394;0.04680851063829787;0.05583756345177665
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;RJ;22;470;1432;0.04680851063829787;0.015363128491620111
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;RS;22;470;975;0.04680851063829787;0.022564102564102566
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;MT;15;470;380;0.031914893617021274;0.039473684210526314
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;PE;15;470;572;0.031914893617021274;0.026223776223776224
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;PA;13;470;556;0.027659574468085105;0.023381294964028777
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;RO;13;470;454;0.027659574468085105;0.028634361233480177
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;ES;12;470;481;0.02553191489361702;0.02494802494802495
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;CE;9;470;611;0.019148936170212766;0.014729950900163666
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;RN;9;470;356;0.019148936170212766;0.025280898876404494
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;SE;9;470;322;0.019148936170212766;0.027950310559006212
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;AL;8;470;239;0.01702127659574468;0.03347280334728033
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;PI;8;470;262;0.01702127659574468;0.030534351145038167
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;DF;7;470;606;0.014893617021276596;0.01155115511551155
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;MA;7;470;575;0.014893617021276596;0.01217391304347826
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;TO;7;470;411;0.014893617021276596;0.0170316301703163
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;PB;6;470;413;0.01276595744680851;0.014527845036319613
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;AC;5;470;281;0.010638297872340425;0.017793594306049824
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;AM;5;470;398;0.010638297872340425;0.01256281407035176
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;AP;3;470;267;0.006382978723404255;0.011235955056179775
Alto patrimônio - imobiliário diversificado com societário e créditos e direitos;RR;3;470;343;0.006382978723404255;0.008746355685131196
Baixo patrimônio - dinheiro em espécie concentrado;PR;64;364;1154;0.17582417582417584;0.05545927209705372
Baixo patrimônio - dinheiro em espécie concentrado;RJ;49;364;1432;0.1346153846153846;0.034217877094972066
Baixo patrimônio - dinheiro em espécie concentrado;AM;43;364;398;0.11813186813186813;0.10804020100502512
Baixo patrimônio - dinheiro em espécie concentrado;BA;29;364;999;0.07967032967032966;0.02902902902902903
Baixo patrimônio - dinheiro em espécie concentrado;RO;29;364;454;0.07967032967032966;0.06387665198237885
Baixo patrimônio - dinheiro em espécie concentrado;SP;26;364;2528;0.07142857142857142;0.010284810126582278
Baixo patrimônio - dinheiro em espécie concentrado;GO;21;364;766;0.057692307692307696;0.02741514360313316
Baixo patrimônio - dinheiro em espécie concentrado;MG;17;364;1668;0.046703296703296704;0.010191846522781775
Baixo patrimônio - dinheiro em espécie concentrado;ES;13;364;481;0.03571428571428571;0.02702702702702703
Baixo patrimônio - dinheiro em espécie concentrado;TO;13;364;411;0.03571428571428571;0.031630170316301706
Baixo patrimônio - dinheiro em espécie concentrado;CE;11;364;611;0.03021978021978022;0.01800327332242226
Baixo patrimônio - dinheiro em espécie concentrado;RN;9;364;356;0.024725274725274724;0.025280898876404494
Baixo patrimônio - dinheiro em espécie concentrado;MS;8;364;394;0.02197802197802198;0.02030456852791878
Baixo patrimônio - dinheiro em espécie concentrado;RS;7;364;975;0.019230769230769232;0.0071794871794871795
Baixo patrimônio - dinheiro em espécie concentrado;RR;6;364;343;0.016483516483516484;0.01749271137026239
Baixo patrimônio - dinheiro em espécie concentrado;MT;3;364;380;0.008241758241758242;0.007894736842105263
Baixo patrimônio - dinheiro em espécie concentrado;PB;3;364;413;0.008241758241758242;0.007263922518159807
Baixo patrimônio - dinheiro em espécie concentrado;SC;3;364;752;0.008241758241758242;0.003989361702127659
Baixo patrimônio - dinheiro em espécie concentrado;DF;2;364;606;0.005494505494505495;0.0033003300330033004
Baixo patrimônio - dinheiro em espécie concentrado;MA;2;364;575;0.005494505494505495;0.0034782608695652175
Baixo patrimônio - dinheiro em espécie concentrado;PE;2;364;572;0.005494505494505495;0.0034965034965034965
Baixo patrimônio - dinheiro em espécie concentrado;PI;2;364;262;0.005494505494505495;0.007633587786259542
Baixo patrimônio - dinheiro em espécie concentrado;AL;1;364;239;0.0027472527472527475;0.0041841004184100415
Baixo patrimônio - dinheiro em espécie concentrado;PA;1;364;556;0.0027472527472527475;0.0017985611510791368
Baixo patrimônio - financeiro concentrado;SP;140;684;2528;0.2046783625730994;0.055379746835443035
Baixo patrimônio - financeiro concentrado;RJ;120;684;1432;0.17543859649122806;0.08379888268156424
Baixo patrimônio - financeiro concentrado;PR;57;684;1154;0.08333333333333333;0.049393414211438474
Baixo patrimônio - financeiro concentrado;RS;55;684;975;0.0804093567251462;0.05641025641025641
Baixo patrimônio - financeiro concentrado;BA;52;684;999;0.07602339181286549;0.05205205205205205
Baixo patrimônio - financeiro concentrado;MG;42;684;1668;0.06140350877192982;0.025179856115107913
Baixo patrimônio - financeiro concentrado;GO;24;684;766;0.03508771929824561;0.031331592689295036
Baixo patrimônio - financeiro concentrado;PE;20;684;572;0.029239766081871343;0.03496503496503497
Baixo patrimônio - financeiro concentrado;SC;18;684;752;0.02631578947368421;0.023936170212765957
Baixo patrimônio - financeiro concentrado;PA;16;684;556;0.023391812865497075;0.02877697841726619
Baixo patrimônio - financeiro concentrado;CE;15;684;611;0.021929824561403508;0.024549918166939442
Baixo patrimônio - financeiro concentrado;DF;15;684;606;0.021929824561403508;0.024752475247524754
Baixo patrimônio - financeiro concentrado;RN;15;684;356;0.021929824561403508;0.042134831460674156
Baixo patrimônio - financeiro concentrado;PI;14;684;262;0.02046783625730994;0.05343511450381679
Baixo patrimônio - financeiro concentrado;ES;11;684;481;0.01608187134502924;0.02286902286902287
Baixo patrimônio - financeiro concentrado;AL;10;684;239;0.014619883040935672;0.04184100418410042
Baixo patrimônio - financeiro concentrado;RO;9;684;454;0.013157894736842105;0.019823788546255508
Baixo patrimônio - financeiro concentrado;MA;8;684;575;0.011695906432748537;0.01391304347826087
Baixo patrimônio - financeiro concentrado;MS;8;684;394;0.011695906432748537;0.02030456852791878
Baixo patrimônio - financeiro concentrado;PB;8;684;413;0.011695906432748537;0.01937046004842615
Baixo patrimônio - financeiro concentrado;MT;7;684;380;0.01023391812865497;0.018421052631578946
Baixo patrimônio - financeiro concentrado;SE;7;684;322;0.01023391812865497;0.021739130434782608
Baixo patrimônio - financeiro concentrado;TO;6;684;411;0.008771929824561403;0.014598540145985401
Baixo patrimônio - financeiro concentrado;AM;4;684;398;0.005847953216374269;0.010050251256281407
Baixo patrimônio - financeiro concentrado;AC;2;684;281;0.0029239766081871343;0.0071174377224199285
Baixo patrimônio - financeiro concentrado;RR;1;684;343;0.0014619883040935672;0.0029154518950437317
Baixo patrimônio - imobiliário + veicular;SP;38;306;2528;0.12418300653594772;0.015031645569620253
Baixo patrimônio - imobiliário + veicular;MG;29;306;1668;0.09477124183006536;0.01738609112709832
Baixo patrimônio - imobiliário + veicular;BA;22;306;999;0.0718954248366013;0.022022022022022022
Baixo patrimônio - imobiliário + veicular;RJ;22;306;1432;0.0718954248366013;0.015363128491620111
Baixo patrimônio - imobiliário + veicular;PR;15;306;1154;0.049019607843137254;0.012998266897746967
Baixo patrimônio - imobiliário + veicular;GO;14;306;766;0.0457516339869281;0.018276762402088774
Baixo patrimônio - imobiliário + veicular;RN;14;306;356;0.0457516339869281;0.03932584269662921
Baixo patrimônio - imobiliário + veicular;RS;14;306;975;0.0457516339869281;0.014358974358974359
Baixo patrimônio - imobiliário + veicular;CE;13;306;611;0.042483660130718956;0.02127659574468085
Baixo patrimônio - imobiliário + veicular;PB;11;306;413;0.03594771241830065;0.026634382566585957
Baixo patrimônio - imobiliário + veicular;PE;11;306;572;0.03594771241830065;0.019230769230769232
Baixo patrimônio - imobiliário + veicular;PA;10;306;556;0.032679738562091505;0.017985611510791366
Baixo patrimônio - imobiliário + veicular;RO;9;306;454;0.029411764705882353;0.019823788546255508
Baixo patrimônio - imobiliário + veicular;TO;9;306;411;0.029411764705882353;0.021897810218978103
Baixo patrimônio - imobiliário + veicular;MA;8;306;575;0.026143790849673203;0.01391304347826087
Baixo patrimônio - imobiliário + veicular;RR;8;306;343;0.026143790849673203;0.023323615160349854
Baixo patrimônio - imobiliário + veicular;SC;8;306;752;0.026143790849673203;0.010638297872340425
Baixo patrimônio - imobiliário + veicular;AL;7;306;239;0.02287581699346405;0.029288702928870293
Baixo patrimônio - imobiliário + veicular;ES;7;306;481;0.02287581699346405;0.014553014553014554
Baixo patrimônio - imobiliário + veicular;AM;6;306;398;0.0196078431372549;0.01507537688442211
Baixo patrimônio - imobiliário + veicular;AP;6;306;267;0.0196078431372549;0.02247191011235955
Baixo patrimônio - imobiliário + veicular;MS;6;306;394;0.0196078431372549;0.015228426395939087
Baixo patrimônio - imobiliário + veicular;PI;6;306;262;0.0196078431372549;0.022900763358778626
Baixo patrimônio - imobiliário + veicular;SE;5;306;322;0.016339869281045753;0.015527950310559006
Baixo patrimônio - imobiliário + veicular;AC;4;306;281;0.013071895424836602;0.014234875444839857
