estrato;SG_UF;perfil_cluster;candidatos_cluster_uf;eleitos_cluster_uf;taxa_cluster_uf;candidatos_estrato_uf;eleitos_estrato_uf;taxa_estrato_uf;indice_vs_estrato_uf;delta_pp_vs_estrato_uf;participacao_candidatos_estrato_uf;participacao_eleitos_estrato_uf;patrimonio_mediano_cluster_uf
04_alto;RS;Alto patrimônio - imobiliário + societário com societário e financeiro;51;6;0.11764705882352941;213;40;0.18779342723004694;0.6264705882352941;-7.014636840651753;0.23943661971830985;0.15;1488841.4
03_medio_alto;MG;Patrimônio médio-alto - imobiliário + veicular com veicular e societário;37;2;0.05405405405405406;401;35;0.08728179551122195;0.6193050193050194;-3.322774145716789;0.09226932668329177;0.05714285714285714;478115.64
02_medio_baixo;PB;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;46;1;0.021739130434782608;113;4;0.035398230088495575;0.6141304347826086;-1.3659099653712967;0.40707964601769914;0.25;195531.0
03_medio_alto;TO;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;34;2;0.058823529411764705;104;10;0.09615384615384616;0.6117647058823529;-3.7330316742081453;0.3269230769230769;0.2;455000.0
02_medio_baixo;MT;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;37;1;0.02702702702702703;89;4;0.0449438202247191;0.6013513513513514;-1.7916793197692071;0.4157303370786517;0.25;193000.0
03_medio_alto;DF;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;26;1;0.038461538461538464;155;10;0.06451612903225806;0.5961538461538463;-2.60545905707196;0.16774193548387098;0.1;480591.85
03_medio_alto;MA;Patrimônio médio-alto - imobiliário concentrado com veicular e dinheiro em espécie;49;3;0.061224489795918366;146;15;0.10273972602739725;0.5959183673469388;-4.151523623147889;0.3356164383561644;0.2;505000.0
04_alto;PR;Alto patrimônio - imobiliário diversificado com rural/agropecuário e societário;25;3;0.12;275;57;0.20727272727272728;0.5789473684210527;-8.727272727272728;0.09090909090909091;0.05263157894736842;1886825.14
02_medio_baixo;MA;Patrimônio médio-baixo - imobiliário concentrado com veicular e societário;39;1;0.02564102564102564;134;6;0.04477611940298507;0.5726495726495726;-1.9135093761959432;0.291044776119403;0.16666666666666666;195000.0
03_medio_alto;RJ;Patrimônio médio-alto - imobiliário concentrado com societário e dinheiro em espécie;59;3;0.05084745762711865;303;27;0.0891089108910891;0.5706214689265537;-3.8261453263970457;0.19471947194719472;0.1111111111111111;475031.4
04_alto;PR;Alto patrimônio - imobiliário + rural/agropecuário;35;4;0.11428571428571428;275;57;0.20727272727272728;0.5513784461152882;-9.2987012987013;0.12727272727272726;0.07017543859649122;1349000.0
01_baixo;BA;Baixo patrimônio - veicular concentrado com rural/agropecuário e dinheiro em espécie;125;1;0.008;339;5;0.014749262536873156;0.5424;-0.6749262536873156;0.3687315634218289;0.2;32457.0
01_baixo;RJ;Baixo patrimônio - veicular concentrado com financeiro e societário;48;1;0.020833333333333332;510;20;0.0392156862745098;0.53125;-1.8382352941176472;0.09411764705882353;0.05;56633.895000000004
02_medio_baixo;RJ;Patrimônio médio-baixo - imobiliário + veicular;32;1;0.03125;300;18;0.06;0.5208333333333334;-2.875;0.10666666666666667;0.05555555555555555;186004.75
02_medio_baixo;MA;Patrimônio médio-baixo - imobiliário concentrado com societário e dinheiro em espécie;44;1;0.022727272727272728;134;6;0.04477611940298507;0.5075757575757576;-2.2048846675712346;0.3283582089552239;0.16666666666666666;200000.0
